time,Ts_ext,Ts_int
102746.0,279.95290344562676,322.6497320268953
102919.0,279.9184373914495,322.69630093556856
103092.0,279.88397133727227,322.74286984424174
103265.0,279.849505283095,322.789438752915
103438.0,279.8150392289178,322.83600766158816
103611.0,279.78057317474054,322.88257657026134
103784.0,279.7559904955082,322.9260777107787
103957.0,279.73796505542185,322.9675435051158
104130.0,279.72037208823474,323.00890407689843
104303.0,279.7240138408964,323.0450981481417
104476.0,279.72765559355804,323.081292219385
104649.0,279.73129734621966,323.1174862906283
104822.0,279.7349390988813,323.1536803618716
104995.0,279.7385808515429,323.1898744331148
105168.0,279.7422226042045,323.2260685043581
105341.0,279.7458643568662,323.2622625756014
105514.0,279.74950610952783,323.2984566468447
105686.0,279.77706988578234,323.32953334408603
105859.0,279.80859610002676,323.3600112992611
106032.0,279.8401223142712,323.39048925443615
106205.0,279.8716485285156,323.4209672096112
106378.0,279.90317474276003,323.45144516478626
106551.0,279.93470095700445,323.4819231199613
106724.0,279.98209696145284,323.5098003649444
106897.0,280.03036386902215,323.53753488802676
107070.0,280.08605620856724,323.5642284867202
107243.0,280.15456800293657,323.5891250070454
107416.0,280.2230797973059,323.61402152737065
107589.0,280.2915915916752,323.6389180476959
107762.0,280.36010338604456,323.66381456802105
107935.0,280.42861518041383,323.6887110883463
108108.0,280.49712697478316,323.7136076086715
108281.0,280.5656387691525,323.73850412899674
108454.0,280.63962294440626,323.76271056096255
108627.0,280.7340390013028,323.78434045376196
108800.0,280.82845505819927,323.80597034656137
108973.0,280.9228711150958,323.8276002393608
109146.0,281.01728717199234,323.8492301321602
109319.0,281.1117032288888,323.8708600249596
109492.0,281.2104912765278,323.8920837785174
109665.0,281.31945261031746,323.9123624773016
109838.0,281.42841394410715,323.9326411760857
110011.0,281.5501651212208,323.95169690715295
110184.0,281.67690539226874,323.97027557992755
110357.0,281.8036456633167,323.9888542527022
110530.0,281.93038593436466,324.0074329254768
110703.0,282.0571262054126,324.02601159825144
110876.0,282.18386647646054,324.04459027102604
111049.0,282.31060674750853,324.0631689438007
111222.0,282.43734701855647,324.08174761657534
111395.0,282.5760703308185,324.09946567402307
111568.0,282.72406258404897,324.1165180413076
